County,School Type,School District or Name,MMR Vaccination Rate,Age Group,metric,school size 10,school size 25,school size 100,school size 250,school size 500,school size 750,school size 1000,school size 1500,school size 2500,school size 5000,average_school_size,metric_average_school_size
scurry,Public ISD,IRA ISD,94.7,Kindergarten,total_infected_mean,1,1.3885,1.972,2.533,2.8595,3.1325,3.0945,3.5955,3.912,4.3295,284,2.577404
pecos,Public ISD,IRAAN-SHEFFIELD COLLEGIATE ISD,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,111,0
pecos,Public ISD,IRAAN-SHEFFIELD COLLEGIATE ISD,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,111,1
bosque,Public ISD,IREDELL ISD,83.3,Kindergarten,probability_exceeding_10_total_cases,0,0,0.5495,0.585,0.624,0.636,0.6335,0.6185,0.6315,0.6225,144,0.559913333
bosque,Public ISD,IREDELL ISD,83.3,Kindergarten,total_infected_mean,1.621,3.3305,9.3105,21.8545,46.6405,71.1955,93.742,139.0745,234.7905,463.0785,144,12.99007333
irion,Public ISD,IRION COUNTY ISD,92,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.1665,0.235,0.2655,0.2345,0.272,0.2845,0.2725,167,0
irion,Public ISD,IRION COUNTY ISD,92,Kindergarten,total_infected_mean,1,1.381,2.665,4.333,6.298,8.1265,8.676,12.2455,17.5345,24.694,167,3.41004
dallas,Public ISD,IRVING ISD,98,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0.0015,0.0005,0.0025,890,0
dallas,Public ISD,IRVING ISD,98,Kindergarten,total_infected_mean,1,1,1.1265,1.2535,1.357,1.3905,1.3285,1.413,1.4305,1.4195,890,1.35578
ellis,Public ISD,ITALY ISD,88.9,Kindergarten,probability_exceeding_10_total_cases,0,0,0.2165,0.3915,0.415,0.4405,0.431,0.4425,0.4405,0.429,298,0.396012
ellis,Public ISD,ITALY ISD,88.9,Kindergarten,total_infected_mean,1.6195,1.9185,4.833,9.0685,16.051,24.0665,30.1085,46.6675,75.002,145.121,298,10.40914
hill,Public ISD,ITASCA ISD,95.6,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0045,0.029,0.0345,0.04,0.0535,0.0485,0.06,174,0
hill,Public ISD,ITASCA ISD,95.6,Kindergarten,total_infected_mean,1,1.4,1.74,2.05,2.244,2.369,2.421,2.6985,2.572,2.9455,174,1.892933333
harris,Private School,Iman Academy Southwest,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
harris,Private School,Iman Academy Southwest,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
denton,Private School,Immaculate Conception Catholic School De,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
denton,Private School,Immaculate Conception Catholic School De,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
dallas,Private School,Immaculate Conception School - Grand Pra,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
dallas,Private School,Immaculate Conception School - Grand Pra,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
el paso,Private School,Immanuel Christian School,60,Kindergarten,probability_exceeding_10_total_cases,0,0.756,0.8635,0.853,0.854,0.8625,0.858,0.859,0.859,0.8575,,0.854
el paso,Private School,Immanuel Christian School,60,Kindergarten,total_infected_mean,3.3785,8.4475,34.58,85.248,170.521,258.2995,342.559,514.3695,857.1945,1711.2235,,170.521
lee,Private School,Immanuel Lutheran School Giddings,95,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0195,0.0415,0.0745,0.073,0.0735,0.0805,0.0945,,0.0415
lee,Private School,Immanuel Lutheran School Giddings,95,Kindergarten,total_infected_mean,1,1.3865,1.7315,2.3,2.54,3.0805,2.9855,3.1205,3.3895,3.846,,2.54
nueces,Private School,Incarnate Word Academy Elementary Corpus,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
nueces,Private School,Incarnate Word Academy Elementary Corpus,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
travis,Private School,International School of Texas,96,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0005,0.012,0.02,0.0235,0.0335,0.0435,0.045,,0.012
travis,Private School,International School of Texas,96,Kindergarten,total_infected_mean,1,1,1.4835,1.847,2.057,2.1205,2.1945,2.325,2.437,2.447,,2.057
dallas,Private School,Islamic School of Irving,97.1,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0.002,0.005,0.0075,0.0075,0.0095,0.011,,0.002
dallas,Private School,Islamic School of Irving,97.1,Kindergarten,total_infected_mean,1,1,1.284,1.62,1.6245,1.6765,1.689,1.722,1.7485,1.764,,1.6245
jack,Public ISD,JACKSBORO ISD,97,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0.001,0.007,0.0065,0.01,0.0095,0.014,340,0
jack,Public ISD,JACKSBORO ISD,97,Kindergarten,total_infected_mean,1,1,1.2975,1.561,1.6465,1.693,1.725,1.7605,1.7255,1.821,340,1.59178
cherokee,Public ISD,JACKSONVILLE ISD,98.3,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0.0005,0.0005,587,0
cherokee,Public ISD,JACKSONVILLE ISD,98.3,Kindergarten,total_infected_mean,1,1,1.13,1.269,1.331,1.307,1.3315,1.321,1.337,1.3435,587,1.322648
jasper,Public ISD,JASPER ISD,93.8,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.06,0.106,0.1415,0.1405,0.147,0.156,0.1595,517,0.108414
jasper,Public ISD,JASPER ISD,93.8,Kindergarten,total_infected_mean,1,1.3765,2.35,3.0155,3.6365,4.321,4.5345,5.107,6.0885,6.7705,517,3.683046
kent,Public ISD,JAYTON-GIRARD ISD,84.6,Kindergarten,probability_exceeding_10_total_cases,0,0,0.4885,0.549,0.583,0.5805,0.584,0.583,0.5965,0.58,169,0.51633
kent,Public ISD,JAYTON-GIRARD ISD,84.6,Kindergarten,total_infected_mean,1.604,2.55,8.199,18.697,38.45,58.197,77.4105,115.625,196.74,384.4135,169,13.02808
tarrant,Public ISD,JEAN MASSIEU ACADEMY,88.9,Kindergarten,probability_exceeding_10_total_cases,0,0,0.2165,0.3915,0.415,0.4405,0.431,0.4425,0.4405,0.429,,0.415
tarrant,Public ISD,JEAN MASSIEU ACADEMY,88.9,Kindergarten,total_infected_mean,1.6195,1.9185,4.833,9.0685,16.051,24.0665,30.1085,46.6675,75.002,145.121,,16.051
marion,Public ISD,JEFFERSON ISD,98.4,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0.001,0,281,0
marion,Public ISD,JEFFERSON ISD,98.4,Kindergarten,total_infected_mean,1,1,1.139,1.188,1.2505,1.264,1.302,1.305,1.307,1.34,281,1.19575
jim hogg,Public ISD,JIM HOGG COUNTY ISD,81.8,Kindergarten,probability_exceeding_10_total_cases,0,0,0.613,0.646,0.6385,0.6645,0.641,0.6805,0.663,0.648,322,0.64384
jim hogg,Public ISD,JIM HOGG COUNTY ISD,81.8,Kindergarten,total_infected_mean,1.6085,3.322,11.3725,27.3165,53.2075,83.522,106.825,170.7405,277.363,542.763,322,34.773108
taylor,Public ISD,JIM NED CISD,93.1,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.1155,0.1755,0.182,0.1965,0.201,0.2065,0.2105,327,0.13398
taylor,Public ISD,JIM NED CISD,93.1,Kindergarten,total_infected_mean,1,1.3855,2.2845,3.642,4.77,5.486,6.2815,7.349,9.1065,12.3575,327,3.989424
shelby,Public ISD,JOAQUIN ISD,94.6,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0305,0.072,0.0865,0.083,0.1015,0.111,0.114,720,0.08476
shelby,Public ISD,JOAQUIN ISD,94.6,Kindergarten,total_infected_mean,1,1.3795,1.9895,2.516,2.918,3.251,3.294,3.744,4.2515,4.3265,720,3.21104
blanco,Public ISD,JOHNSON CITY ISD,80.4,Kindergarten,probability_exceeding_10_total_cases,0,0,0.6655,0.674,0.6855,0.6665,0.6805,0.663,0.683,0.689,235,0.67315
blanco,Public ISD,JOHNSON CITY ISD,80.4,Kindergarten,total_infected_mean,1.617,3.3675,12.851,31.0365,62.971,91.769,125.2575,182.5725,313.9165,632.3965,235,29.21795
coryell,Public ISD,JONESBORO ISD,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,337,0
coryell,Public ISD,JONESBORO ISD,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,337,1
johnson,Public ISD,JOSHUA ISD,95,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0195,0.0415,0.0745,0.073,0.0735,0.0805,0.0945,602,0.054964
johnson,Public ISD,JOSHUA ISD,95,Kindergarten,total_infected_mean,1,1.3865,1.7315,2.3,2.54,3.0805,2.9855,3.1205,3.3895,3.846,602,2.760524
atascosa,Public ISD,JOURDANTON ISD,98.2,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0.0005,0,0.001,0,0,239,0
atascosa,Public ISD,JOURDANTON ISD,98.2,Kindergarten,total_infected_mean,1,1,1.138,1.2785,1.287,1.3665,1.345,1.35,1.3985,1.3795,239,1.268196667
bexar,Public ISD,JUBILEE ACADEMIES,98.4,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0.001,0,514,0
bexar,Public ISD,JUBILEE ACADEMIES,98.4,Kindergarten,total_infected_mean,1,1,1.139,1.188,1.2505,1.264,1.302,1.305,1.307,1.34,514,1.251256
bexar,Public ISD,JUDSON ISD,95.5,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0055,0.0295,0.0525,0.0395,0.057,0.062,0.0705,662,0.044404
bexar,Public ISD,JUDSON ISD,95.5,Kindergarten,total_infected_mean,1,1.39,1.6935,2.1555,2.2895,2.6715,2.446,2.717,2.834,3.005,662,2.537036
kimble,Public ISD,JUNCTION ISD,97.6,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0.0005,0.001,0.001,0.004,0.0045,196,0
kimble,Public ISD,JUNCTION ISD,97.6,Kindergarten,total_infected_mean,1,1,1.316,1.336,1.429,1.4965,1.4835,1.501,1.5385,1.606,196,1.3288
navarro,Private School,James L Collins Catholic School,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
navarro,Private School,James L Collins Catholic School,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
el paso,Private School,Jesus Chapel School,87.5,Kindergarten,probability_exceeding_10_total_cases,0,0,0.3015,0.455,0.489,0.4795,0.4805,0.5195,0.488,0.504,,0.489
el paso,Private School,Jesus Chapel School,87.5,Kindergarten,total_infected_mean,1.6335,2.6125,5.5935,12.1555,22.8285,32.783,44.1915,71.2695,112.3235,228.246,,22.8285
harris,Private School,Joshua 1:9 Learning Center,90.9,Kindergarten,probability_exceeding_10_total_cases,0,0,0.05,0.2775,0.3095,0.324,0.332,0.3335,0.3195,0.3445,,0.3095
harris,Private School,Joshua 1:9 Learning Center,90.9,Kindergarten,total_infected_mean,1,1.905,3.825,6.0375,9.136,12.508,14.921,19.8895,30.72,57.542,,9.136
johnson,Private School,Joshua Christian Academy,64.3,Kindergarten,probability_exceeding_10_total_cases,0,0,0.838,0.8265,0.8495,0.8325,0.83,0.8365,0.836,0.8495,,0.8495
johnson,Private School,Joshua Christian Academy,64.3,Kindergarten,total_infected_mean,3.353,7.2915,30.1835,74.189,151.5205,222.1735,295.1305,446.5275,743.363,1509.586,,151.5205
harris,Public ISD,KATY ISD,97,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0.001,0.007,0.0065,0.01,0.0095,0.014,1248,0.008236
harris,Public ISD,KATY ISD,97,Kindergarten,total_infected_mean,1,1,1.2975,1.561,1.6465,1.693,1.725,1.7605,1.7255,1.821,1248,1.742608
kaufman,Public ISD,KAUFMAN ISD,97.5,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0.0015,0.0015,0.0025,0.0055,0.005,590,0
kaufman,Public ISD,KAUFMAN ISD,97.5,Kindergarten,total_infected_mean,1,1,1.284,1.4775,1.5095,1.5415,1.4925,1.5165,1.6,1.637,590,1.52102
johnson,Public ISD,KEENE ISD,93.3,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.096,0.151,0.165,0.1845,0.1885,0.203,0.196,279,0.10238
johnson,Public ISD,KEENE ISD,93.3,Kindergarten,total_infected_mean,1,1.3715,2.3135,3.263,4.371,5.103,6.0135,6.938,8.498,9.8535,279,3.391528
tarrant,Public ISD,KELLER ISD,93.9,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0755,0.1125,0.118,0.1175,0.144,0.16,0.141,771,0.117958
tarrant,Public ISD,KELLER ISD,93.9,Kindergarten,total_infected_mean,1,1.375,2.3355,3.1895,3.7275,4.001,4.212,4.988,6.1005,5.8895,771,4.018724
wheeler,Public ISD,KELTON ISD,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,129,0
wheeler,Public ISD,KELTON ISD,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,129,1
kaufman,Public ISD,KEMP ISD,94.4,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.028,0.0835,0.106,0.1075,0.12,0.1165,0.1245,307,0.040654
kaufman,Public ISD,KEMP ISD,94.4,Kindergarten,total_infected_mean,1,1.3965,1.9825,2.523,3.0385,3.549,3.722,4.2335,4.5625,4.94,307,2.640534
kenedy,Public ISD,KENEDY COUNTY WIDE CSD,92.9,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.1235,0.1695,0.198,0.2055,0.217,0.21,0.2165,126,0
kenedy,Public ISD,KENEDY COUNTY WIDE CSD,92.9,Kindergarten,total_infected_mean,1,1.3835,2.727,3.792,4.77,5.9465,6.7495,8.169,10.173,14.0315,126,2.9116
karnes,Public ISD,KENEDY ISD,97.9,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0.0005,0.0005,0.001,0.002,0.0035,173,0
karnes,Public ISD,KENEDY ISD,97.9,Kindergarten,total_infected_mean,1,1,1.295,1.363,1.387,1.3575,1.4345,1.452,1.4305,1.4895,173,1.328093333
houston,Public ISD,KENNARD ISD,88.9,Kindergarten,probability_exceeding_10_total_cases,0,0,0.2165,0.3915,0.415,0.4405,0.431,0.4425,0.4405,0.429,275,0.39385
houston,Public ISD,KENNARD ISD,88.9,Kindergarten,total_infected_mean,1.6195,1.9185,4.833,9.0685,16.051,24.0665,30.1085,46.6675,75.002,145.121,275,9.76675
tarrant,Public ISD,KENNEDALE ISD,96.3,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0015,0.0145,0.018,0.0175,0.0245,0.0325,0.035,550,0.0152
tarrant,Public ISD,KENNEDALE ISD,96.3,Kindergarten,total_infected_mean,1,1,1.48,1.7865,1.9865,2.0465,1.926,2.2145,2.1935,2.318,550,1.9985
navarro,Public ISD,KERENS ISD,97.1,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0.002,0.005,0.0075,0.0075,0.0095,0.011,657,0.003884
navarro,Public ISD,KERENS ISD,97.1,Kindergarten,total_infected_mean,1,1,1.284,1.62,1.6245,1.6765,1.689,1.722,1.7485,1.764,657,1.657156
winkler,Public ISD,KERMIT ISD,98.9,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,446,0
winkler,Public ISD,KERMIT ISD,98.9,Kindergarten,total_infected_mean,1,1,1.1425,1.11,1.1755,1.191,1.1625,1.215,1.199,1.182,446,1.161352
kerr,Public ISD,KERRVILLE ISD,93.4,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.085,0.1325,0.166,0.1625,0.173,0.1775,0.1805,575,0.14255
kerr,Public ISD,KERRVILLE ISD,93.4,Kindergarten,total_infected_mean,1,1.3845,2.34,3.2555,4.056,5.043,5.2555,6.1285,7.0995,8.595,575,4.3521
gregg,Public ISD,KILGORE ISD,97.2,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0.0015,0.005,0.005,0.0085,0.008,732,0
gregg,Public ISD,KILGORE ISD,97.2,Kindergarten,total_infected_mean,1,1,1.323,1.433,1.591,1.623,1.6335,1.6565,1.713,1.7,732,1.620696
bell,Public ISD,KILLEEN ISD,96.2,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0005,0.012,0.02,0.0225,0.0225,0.035,0.031,786,0.02036
bell,Public ISD,KILLEEN ISD,96.2,Kindergarten,total_infected_mean,1,1,1.491,1.7735,2.0235,2.1045,2.11,2.17,2.347,2.297,786,2.105292
kleberg,Public ISD,KINGSVILLE ISD,98.2,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0.0005,0,0.001,0,0,506,0
kleberg,Public ISD,KINGSVILLE ISD,98.2,Kindergarten,total_infected_mean,1,1,1.138,1.2785,1.287,1.3665,1.345,1.35,1.3985,1.3795,506,1.288908
jasper,Public ISD,KIRBYVILLE CISD,88.8,Kindergarten,probability_exceeding_10_total_cases,0,0,0.219,0.3865,0.4295,0.414,0.4465,0.423,0.426,0.455,479,0.425888
jasper,Public ISD,KIRBYVILLE CISD,88.8,Kindergarten,total_infected_mean,1.609,1.905,4.8735,9.049,16.6045,22.7125,32.0015,44.1485,75.4465,159.94,479,15.969838
harris,Public ISD,KLEIN ISD,95.2,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.01,0.031,0.0605,0.065,0.0675,0.081,0.073,1046,0.06523
harris,Public ISD,KLEIN ISD,95.2,Kindergarten,total_infected_mean,1,1.382,1.6835,2.211,2.411,2.7375,2.8565,2.8735,3.2775,3.3385,1046,2.858064
dawson,Public ISD,KLONDIKE ISD,88.9,Kindergarten,probability_exceeding_10_total_cases,0,0,0.2165,0.3915,0.415,0.4405,0.431,0.4425,0.4405,0.429,261,0.392534
dawson,Public ISD,KLONDIKE ISD,88.9,Kindergarten,total_infected_mean,1.6195,1.9185,4.833,9.0685,16.051,24.0665,30.1085,46.6675,75.002,145.121,261,9.37573
uvalde,Public ISD,KNIPPA ISD,93.6,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.068,0.1245,0.134,0.161,0.1555,0.175,0.1955,408,0.103708
uvalde,Public ISD,KNIPPA ISD,93.6,Kindergarten,total_infected_mean,1,1.3855,2.377,3.056,3.8765,4.2015,5.132,5.5405,7.2115,8.9595,408,3.574556
knox,Public ISD,KNOX CITY-O'BRIEN CISD,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,195,0
knox,Public ISD,KNOX CITY-O'BRIEN CISD,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,195,1
bosque,Public ISD,KOPPERL ISD,83.3,Kindergarten,probability_exceeding_10_total_cases,0,0,0.5495,0.585,0.624,0.636,0.6335,0.6185,0.6315,0.6225,191,0.571036667
bosque,Public ISD,KOPPERL ISD,83.3,Kindergarten,total_infected_mean,1.621,3.3305,9.3105,21.8545,46.6405,71.1955,93.742,139.0745,234.7905,463.0785,191,16.92052667
hardin,Public ISD,KOUNTZE ISD,93.3,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.096,0.151,0.165,0.1845,0.1885,0.203,0.196,287,0.10414
hardin,Public ISD,KOUNTZE ISD,93.3,Kindergarten,total_infected_mean,1,1.3715,2.3135,3.263,4.371,5.103,6.0135,6.938,8.498,9.8535,287,3.426984
swisher,Public ISD,KRESS ISD,94.1,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0505,0.0925,0.122,0.1195,0.1335,0.129,0.1375,131,0
swisher,Public ISD,KRESS ISD,94.1,Kindergarten,total_infected_mean,1,1.3795,1.9985,2.8065,3.3825,3.94,4.076,4.5365,4.9335,5.7785,131,2.165486667
denton,Public ISD,KRUM ISD,96.6,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0.007,0.012,0.0125,0.02,0.0205,0.0215,508,0.00716
denton,Public ISD,KRUM ISD,96.6,Kindergarten,total_infected_mean,1,1,1.47,1.688,1.766,1.879,1.8615,1.953,2.047,2.0435,508,1.769616
harris,Private School,Kardia Christian Academy,90,Kindergarten,probability_exceeding_10_total_cases,0,0,0.058,0.2995,0.342,0.3515,0.3795,0.3885,0.388,0.3885,,0.342
harris,Private School,Kardia Christian Academy,90,Kindergarten,total_infected_mean,1,1.879,3.6575,6.821,11.375,15.5895,21.199,30.666,48.424,92.614,,11.375
johnson,Private School,Keene Adventist Elementary School,94.1,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0505,0.0925,0.122,0.1195,0.1335,0.129,0.1375,,0.0925
johnson,Private School,Keene Adventist Elementary School,94.1,Kindergarten,total_infected_mean,1,1.3795,1.9985,2.8065,3.3825,3.94,4.076,4.5365,4.9335,5.7785,,3.3825
cameron,Private School,Kenmont School,99,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
cameron,Private School,Kenmont School,99,Kindergarten,total_infected_mean,1,1,1,1.123,1.139,1.1425,1.1515,1.174,1.1685,1.183,,1.139
bexar,Private School,Keystone School,96.6,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0.007,0.012,0.0125,0.02,0.0205,0.0215,,0.007
bexar,Private School,Keystone School,96.6,Kindergarten,total_infected_mean,1,1,1.47,1.688,1.766,1.879,1.8615,1.953,2.047,2.0435,,1.766
harris,Private School,Kids R Kids No. 35 Humble,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
harris,Private School,Kids R Kids No. 35 Humble,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
harris,Private School,Kids R Kids No. 46 Katy,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
harris,Private School,Kids R Kids No. 46 Katy,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
fort bend,Private School,Kids R Kids No. 47 Sienna Plantation,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
fort bend,Private School,Kids R Kids No. 47 Sienna Plantation,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
williamson,Private School,Kids R Kids No. 59,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
williamson,Private School,Kids R Kids No. 59,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
bell,Private School,Killeen Adventist Junior Academy,90,Kindergarten,probability_exceeding_10_total_cases,0,0,0.058,0.2995,0.342,0.3515,0.3795,0.3885,0.388,0.3885,,0.342
bell,Private School,Killeen Adventist Junior Academy,90,Kindergarten,total_infected_mean,1,1.879,3.6575,6.821,11.375,15.5895,21.199,30.666,48.424,92.614,,11.375
dallas,Private School,Kingdom Collegiate Academies,90.7,Kindergarten,probability_exceeding_10_total_cases,0,0,0.0565,0.2965,0.3325,0.3385,0.348,0.3335,0.3435,0.359,,0.3325
dallas,Private School,Kingdom Collegiate Academies,90.7,Kindergarten,total_infected_mean,1,1.914,3.822,6.5325,10.182,13.3285,16.5785,22.1805,34.313,66.772,,10.182
lubbock,Private School,Kingdom Preparatory Academy,60,Kindergarten,probability_exceeding_10_total_cases,0,0.756,0.8635,0.853,0.854,0.8625,0.858,0.859,0.859,0.8575,,0.854
lubbock,Private School,Kingdom Preparatory Academy,60,Kindergarten,total_infected_mean,3.3785,8.4475,34.58,85.248,170.521,258.2995,342.559,514.3695,857.1945,1711.2235,,170.521
smith,Private School,Kings Academy Christian School (NAUMS),69,Kindergarten,probability_exceeding_10_total_cases,0,0,0.7915,0.8055,0.802,0.799,0.804,0.8205,0.815,0.811,,0.802
smith,Private School,Kings Academy Christian School (NAUMS),69,Kindergarten,total_infected_mean,3.335,6.189,24.4605,62.41,123.1965,184.4905,246.863,377.996,625.7195,1245.2505,,123.1965
travis,Private School,Kirby Hall School,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
travis,Private School,Kirby Hall School,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
denton,Private School,Koan School,83.3,Kindergarten,probability_exceeding_10_total_cases,0,0,0.5495,0.585,0.624,0.636,0.6335,0.6185,0.6315,0.6225,,0.624
denton,Private School,Koan School,83.3,Kindergarten,total_infected_mean,1.621,3.3305,9.3105,21.8545,46.6405,71.1955,93.742,139.0745,234.7905,463.0785,,46.6405
el paso,Public ISD,LA FE PREPARATORY SCHOOL,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,195,0
el paso,Public ISD,LA FE PREPARATORY SCHOOL,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,195,1
cameron,Public ISD,LA FERIA ISD,96.9,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0.0045,0.0055,0.0075,0.01,0.0145,0.013,425,0
cameron,Public ISD,LA FERIA ISD,96.9,Kindergarten,total_infected_mean,1,1,1.472,1.579,1.734,1.7755,1.7205,1.776,1.8515,1.7945,425,1.6875
