County,Grade_range,School_enroll_2023,School_Type,District_ISD,District_enroll_2023,School_name,geometry
ELLIS,EE-05,608,Elementary School,WAXAHACHIE ISD,11052,CLIFT EL,"c(-96.816159, 32.378067)"
TRAVIS,PK-05,344,Elementary School,WAYSIDE SCHOOLS,1759,WAYSIDE ALTAMIRA ACADEMY,"c(-97.7756535, 30.1376970000001)"
TRAVIS,PK-05,271,Elementary School,WAYSIDE SCHOOLS,1759,WAYSIDE EDEN PARK ACADEMY,"c(-97.803648, 30.209751)"
TRAVIS,PK-05,609,Elementary School,WAYSIDE SCHOOLS,1759,WAYSIDE REAL LEARNING ACADEMY,"c(-97.7669999999999, 30.191427)"
TRAVIS,06-12,535,Elementary/Secondary,WAYSIDE SCHOOLS,1759,WAYSIDE SCI-TECH MIDDLE AND H S,"c(-97.7669999999999, 30.191427)"
PARKER,09-12,2487,High School,WEATHERFORD ISD,8203,WEATHERFORD H S,"c(-97.806609, 32.7246210000001)"
PARKER,06-08,989,Middle School,WEATHERFORD ISD,8203,HALL MIDDLE,"c(-97.8132105, 32.7492090000001)"
PARKER,EE-05,459,Elementary School,WEATHERFORD ISD,8203,CROCKETT EL,"c(-97.781301, 32.7611430000001)"
PARKER,EE KG-05,527,Elementary School,WEATHERFORD ISD,8203,AUSTIN EL,"c(-97.7837445, 32.7345030000001)"
PARKER,06-08,901,Middle School,WEATHERFORD ISD,8203,TISON MIDDLE,"c(-97.739019, 32.764527)"
PARKER,EE KG-05,610,Elementary School,WEATHERFORD ISD,8203,CURTIS EL,"c(-97.8048855, 32.7476790000001)"
PARKER,EE KG-05,545,Elementary School,WEATHERFORD ISD,8203,WRIGHT EL,"c(-97.8190245, 32.7415770000001)"
PARKER,EE-05,612,Elementary School,WEATHERFORD ISD,8203,IKARD EL,"c(-97.7588684999999, 32.7462390000001)"
PARKER,EE KG-05,532,Elementary School,WEATHERFORD ISD,8203,MARTIN EL,"c(-97.7166584999999, 32.775273)"
PARKER,EE-05,541,Elementary School,WEATHERFORD ISD,8203,SEGUIN EL,"c(-97.7894009999999, 32.7794670000001)"
WEBB,09-12,80,High School,WEBB CISD,256,BRUNI H S,"c(-98.835870412, 27.428432394)"
WEBB,EE-05,109,Elementary School,WEBB CISD,256,OILTON EL,"c(-98.9776147489999, 27.4677044110001)"
COLORADO,EE-04,314,Elementary School,WEIMAR ISD,722,WEIMAR EL,"c(-96.790653, 29.7020160000001)"
COLORADO,09-12,199,High School,WEIMAR ISD,722,WEIMAR H S,"c(-96.7893615, 29.704509)"
COLLINGSWORTH,09-12,164,High School,WELLINGTON ISD,544,WELLINGTON H S,"c(-100.214835386, 34.849094704)"
COLLINGSWORTH,06-08,135,Middle School,WELLINGTON ISD,544,WELLINGTON J H,"c(-100.214883, 34.847991)"
COLLINGSWORTH,EE-05,245,Elementary School,WELLINGTON ISD,544,WELLINGTON EL,"c(-100.215142647, 34.8475781880001)"
TERRY,EE-12,279,Elementary/Secondary,WELLMAN-UNION CISD,279,WELLMAN-UNION SCHOOL,"c(-102.427351629, 33.0465031430001)"
CHEROKEE,EE-12,242,Elementary/Secondary,WELLS ISD,242,WELLS SCHOOL,"c(-94.937301, 31.4879310000001)"
HIDALGO,09-12,66,High School,WESLACO ISD,16430,SOUTH PALM GARDENS H S,"c(-97.950159226, 26.1474792270001)"
HIDALGO,09-12,2707,High School,WESLACO ISD,16430,WESLACO H S,"c(-98.000937, 26.167923)"
HIDALGO,09-12,2122,High School,WESLACO ISD,16430,WESLACO EAST H S,"c(-97.9698059999999, 26.1523710000001)"
HIDALGO,06-12,11,Elementary/Secondary,WESLACO ISD,16430,HIDALGO COUNTY BOOT CAMP,"c(-97.98498, 26.1766620000001)"
HIDALGO,06-08,925,Middle School,WESLACO ISD,16430,MARY HOGE MIDDLE,"c(-97.9570035, 26.1833130000001)"
HIDALGO,04-12,5,Elementary/Secondary,WESLACO ISD,16430,HIDALGO CO J J A E P,"c(-98.2389689999999, 26.240076)"
HIDALGO,EE-05,756,Elementary School,WESLACO ISD,16430,SAM HOUSTON EL,"c(-97.9860419999999, 26.1687690000001)"
HIDALGO,06-08,938,Middle School,WESLACO ISD,16430,BEATRIZ G GARZA MIDDLE,"c(-98.0017559999999, 26.1825480000001)"
HIDALGO,06-08,1085,Middle School,WESLACO ISD,16430,CENTRAL MIDDLE,"c(-97.98579, 26.155719)"
HIDALGO,06-08,595,Middle School,WESLACO ISD,16430,ARMANDO CUELLAR MIDDLE,"c(-97.981074, 26.1476730000001)"
HIDALGO,EE-05,612,Elementary School,WESLACO ISD,16430,RODOLFO RUDY SILVA JR EL,"c(-98.000490537, 26.198776982)"
HIDALGO,EE-05,1058,Elementary School,WESLACO ISD,16430,DR R E MARGO EL,"c(-97.981524, 26.1420390000001)"
HIDALGO,EE-05,795,Elementary School,WESLACO ISD,16430,AIRPORT EL,"c(-97.973739, 26.165664)"
HIDALGO,EE-05,630,Elementary School,WESLACO ISD,16430,RAUL A GONZALEZ JR EL,"c(-97.961354071, 26.1529184230001)"
HIDALGO,EE-05,819,Elementary School,WESLACO ISD,16430,A N RICO EL,"c(-97.9570035, 26.1833130000001)"
HIDALGO,EE-05,1118,Elementary School,WESLACO ISD,16430,MEMORIAL EL,"c(-97.999389, 26.142768)"
HIDALGO,EE-05,944,Elementary School,WESLACO ISD,16430,CLECKLER/HEALD EL,"c(-98.005722304, 26.1841647040001)"
HIDALGO,EE-05,749,Elementary School,WESLACO ISD,16430,NORTH BRIDGE EL,"c(-97.981686, 26.1387090000001)"
HIDALGO,EE-05,495,Elementary School,WESLACO ISD,16430,PFC MARIO YBARRA EL,"c(-97.973325, 26.197461)"
HARDIN,07-12,261,High School,WEST HARDIN COUNTY CISD,541,WEST HARDIN H S,"c(-94.561704, 30.257847)"
HARDIN,EE-06,280,Elementary School,WEST HARDIN COUNTY CISD,541,WEST HARDIN EL,"c(-94.561704, 30.257847)"
MCLENNAN,09-12,383,High School,WEST ISD,1250,WEST H S,"c(-97.0856459999999, 31.811292)"
MCLENNAN,06-08,262,Middle School,WEST ISD,1250,WEST MIDDLE,"c(-97.0856459999999, 31.811292)"
MCLENNAN,EE-05,605,Elementary School,WEST ISD,1250,WEST EL,"c(-97.07813039, 31.8088929780001)"
ORANGE,09-12,654,High School,WEST ORANGE-COVE CISD,2573,WEST ORANGE-STARK H S,"c(-93.7663605, 30.0769740000001)"
ORANGE,EE-PK,326,Elementary School,WEST ORANGE-COVE CISD,2573,M B NORTH E C LRN CTR,"c(-93.7372814999999, 30.110121)"
ORANGE,06-08,490,Middle School,WEST ORANGE-COVE CISD,2573,WEST ORANGE-STARK MIDDLE,"c(-93.7434914999999, 30.093105296)"
ORANGE,KG-05,1103,Elementary School,WEST ORANGE-COVE CISD,2573,WEST ORANGE-STARK EL,"c(-93.7807546989999, 30.114681369)"
NUECES,06-08,421,Middle School,WEST OSO ISD,1908,WEST OSO J H,"c(-97.4588219999999, 27.7678980000001)"
NUECES,EE-02,560,Elementary School,WEST OSO ISD,1908,KENNEDY EL,"c(-97.4408175, 27.7547220000001)"
NUECES,09-12,534,High School,WEST OSO ISD,1908,WEST OSO H S,"c(-97.460840605, 27.769168517)"
RUSK,EE-02,217,Elementary School,WEST RUSK COUNTY CONSOLIDATED ISD,1013,WEST RUSK EL,"c(-94.925557203, 32.2812546270001)"
RUSK,09-12,349,High School,WEST RUSK COUNTY CONSOLIDATED ISD,1013,WEST RUSK H S,"c(-94.927135622, 32.2691347580001)"
RUSK,06-08,244,Middle School,WEST RUSK COUNTY CONSOLIDATED ISD,1013,WEST RUSK MIDDLE,"c(-94.927135622, 32.2691347580001)"
RUSK,03-05,203,Elementary School,WEST RUSK COUNTY CONSOLIDATED ISD,1013,WEST RUSK INT,"c(-94.927135622, 32.2691347580001)"
SABINE,06-12,293,Elementary/Secondary,WEST SABINE ISD,618,WEST SABINE H S,"c(-93.975220897, 31.2509329580001)"
SABINE,EE-05,325,Elementary School,WEST SABINE ISD,618,WEST SABINE EL,"c(-93.97229373, 31.256078336)"
MITCHELL,PK-12,245,Elementary/Secondary,WESTBROOK ISD,245,WESTBROOK SCHOOL,"c(-101.012737176, 32.359904096)"
DEWITT,PK-08,88,Elementary School,WESTHOFF ISD,88,WESTHOFF EL,"c(-97.472367, 29.1912120000001)"
TARRANT,KG-12,888,Elementary/Secondary,WESTLAKE ACADEMY CHARTER SCHOOL,888,WESTLAKE ACADEMY,"c(-97.2118485, 32.985531)"
FALLS,KG-08,156,Elementary School,WESTPHALIA ISD,156,WESTPHALIA EL,"c(-97.116255349, 31.120817248)"
ANDERSON,09-12,404,High School,WESTWOOD ISD,1365,WESTWOOD H S,"c(-95.681689555, 31.7308013320001)"
ANDERSON,07-08,202,Junior High School,WESTWOOD ISD,1365,WESTWOOD J H,"c(-95.682312622, 31.7313458670001)"
ANDERSON,03-06,375,Elementary School,WESTWOOD ISD,1365,WESTWOOD EL,"c(-95.679594, 31.749084)"
ANDERSON,EE-02,384,Elementary School,WESTWOOD ISD,1365,WESTWOOD PRI,"c(-95.6846429999999, 31.732452)"
WHARTON,09-12,584,High School,WHARTON ISD,1823,WHARTON H S,"c(-96.085398077, 29.328868443)"
WHARTON,06-08,355,Middle School,WHARTON ISD,1823,WHARTON J H,"c(-96.0949035, 29.3197230000001)"
WHARTON,EE-01,423,Elementary School,WHARTON ISD,1823,C G SIVELLS EL,"c(-96.086079, 29.321289)"
WHARTON,02-05,461,Elementary School,WHARTON ISD,1823,WHARTON EL,"c(-96.0696359999999, 29.3178960000001)"
CARSON,06-12,156,Elementary/Secondary,WHITE DEER ISD,314,WHITE DEER H S,"c(-101.1730455, 35.42958)"
CARSON,EE-05,158,Elementary School,WHITE DEER ISD,314,WHITE DEER EL,"c(-101.169963, 35.4315510000001)"
GREGG,09-12,394,High School,WHITE OAK ISD,1415,WHITE OAK H S,"c(-94.8610305, 32.5317690000001)"
GREGG,06-08,359,Middle School,WHITE OAK ISD,1415,WHITE OAK MIDDLE,"c(-94.8610305, 32.5317690000001)"
GREGG,KG-02,295,Elementary School,WHITE OAK ISD,1415,WHITE OAK PRI,"c(-94.8610305, 32.5317690000001)"
GREGG,03-05,329,Elementary School,WHITE OAK ISD,1415,WHITE OAK INT,"c(-94.8610305, 32.5317690000001)"
GREGG,PK,38,Elementary School,WHITE OAK ISD,1415,WHITE OAK EARLY CHILDHOOD CENTER,"c(-94.8610305, 32.5317690000001)"
TARRANT,09-12,2172,High School,WHITE SETTLEMENT ISD,6895,BREWER H S,"c(-97.479054, 32.779368)"
TARRANT,EE-04,546,Elementary School,WHITE SETTLEMENT ISD,6895,LIBERTY EL,"c(-97.454502, 32.753547)"
TARRANT,EE-04,647,Elementary School,WHITE SETTLEMENT ISD,6895,NORTH EL,"c(-97.489377, 32.7657060000001)"
TARRANT,EE-04,593,Elementary School,WHITE SETTLEMENT ISD,6895,BLUE HAZE EL,"c(-97.50168, 32.750838)"
TARRANT,PK-04,558,Elementary School,WHITE SETTLEMENT ISD,6895,WEST EL,"c(-97.4700809999999, 32.7588930000001)"
TARRANT,07-08,991,Junior High School,WHITE SETTLEMENT ISD,6895,BREWER MIDDLE,"c(-97.453044, 32.748768)"
TARRANT,05-06,921,Middle School,WHITE SETTLEMENT ISD,6895,TANNAHILL INT,"c(-97.512624, 32.754033)"
TARRANT,KG-06,318,Elementary School,WHITE SETTLEMENT ISD,6895,FINE ARTS ACADEMY,"c(-97.4633444999999, 32.744718)"
COCHRAN,EE-12,325,Elementary/Secondary,WHITEFACE CISD,325,WHITEFACE SCHOOL,"c(-102.617309022, 33.60142532)"
SMITH,09-12,1475,High School,WHITEHOUSE ISD,4826,WHITEHOUSE H S,"c(-95.212161, 32.227515)"
SMITH,07-08,776,Junior High School,WHITEHOUSE ISD,4826,WHITEHOUSE J H,"c(-95.2308045, 32.22963)"
SMITH,06,349,Middle School,WHITEHOUSE ISD,4826,J W HOLLOWAY SIXTH GRADE SCHOOL,"c(-95.21514, 32.2280010000001)"
SMITH,EE-06,514,Elementary School,WHITEHOUSE ISD,4826,STANTON-SMITH EL,"c(-95.2306245, 32.232519)"
SMITH,EE-05,599,Elementary School,WHITEHOUSE ISD,4826,H L HIGGINS EL,"c(-95.2184745, 32.2300440000001)"
SMITH,EE-05,590,Elementary School,WHITEHOUSE ISD,4826,MOZELLE BROWN EL,"c(-95.2659225, 32.2667730000001)"
SMITH,EE-05,523,Elementary School,WHITEHOUSE ISD,4826,GUS WINSTON CAIN EL,"c(-95.2218584999999, 32.2129350000001)"
GRAYSON,09-12,506,High School,WHITESBORO ISD,1773,WHITESBORO H S,"c(-96.921711, 33.660045)"
GRAYSON,03-05,416,Elementary School,WHITESBORO ISD,1773,WHITESBORO INT,"c(-96.9090975, 33.6578850000001)"
GRAYSON,06-08,389,Middle School,WHITESBORO ISD,1773,WHITESBORO MIDDLE,"c(-96.91632, 33.6656070000001)"
GRAYSON,EE-02,462,Elementary School,WHITESBORO ISD,1773,HAYES PRI,"c(-96.906861734, 33.6638001540001)"
GRAYSON,09-12,244,High School,WHITEWRIGHT ISD,794,WHITEWRIGHT H S,"c(-96.3956024999999, 33.504552)"
GRAYSON,06-08,185,Middle School,WHITEWRIGHT ISD,794,WHITEWRIGHT MIDDLE,"c(-96.397038, 33.507324)"
GRAYSON,EE-05,365,Elementary School,WHITEWRIGHT ISD,794,WHITEWRIGHT EL,"c(-96.395929458, 33.5078492960001)"
HOCKLEY,EE-12,213,Elementary/Secondary,WHITHARRAL ISD,213,WHITHARRAL SCHOOL,"c(-102.326550978, 33.7379157730001)"
HILL,09-12,449,High School,WHITNEY ISD,1475,WHITNEY H S,"c(-97.3239975, 31.9679190000001)"
HILL,06-08,322,Middle School,WHITNEY ISD,1475,WHITNEY MIDDLE,"c(-97.3221614999999, 31.9708350000001)"
HILL,EE-02,380,Elementary School,WHITNEY ISD,1475,WHITNEY EL,"c(-97.317675, 31.94496)"
HILL,03-05,324,Elementary School,WHITNEY ISD,1475,WHITNEY INT,"c(-97.3197419689999, 31.945190634)"
WICHITA,09-12,1569,High School,WICHITA FALLS ISD,12868,RIDER H S,"c(-98.5676804999999, 33.8632650000001)"
WICHITA,09-12,1243,High School,WICHITA FALLS ISD,12868,WICHITA FALLS H S,"c(-98.5169744999999, 33.893307)"
WICHITA,09-12,770,High School,WICHITA FALLS ISD,12868,HIRSCHI H S,"c(-98.5288409999999, 33.9345450000001)"
WICHITA,04-12,22,Elementary/Secondary,WICHITA FALLS ISD,12868,WICHITA COUNTY JUVENILE JUSTICE AEP,"c(-98.4958426599999, 33.922861665)"
WICHITA,06-08,446,Middle School,WICHITA FALLS ISD,12868,KIRBY MIDDLE,"c(-98.5301325, 33.9397290000001)"
WICHITA,06-08,1043,Middle School,WICHITA FALLS ISD,12868,MCNIEL MIDDLE,"c(-98.577986994, 33.8566287040001)"
WICHITA,06-08,1102,Middle School,WICHITA FALLS ISD,12868,BARWISE MIDDLE,"c(-98.5311134999999, 33.872553)"
WICHITA,KG-05,455,Elementary School,WICHITA FALLS ISD,12868,CROCKETT EL,"c(-98.5306725, 33.8969070000001)"
WICHITA,EE-05,455,Elementary School,WICHITA FALLS ISD,12868,CUNNINGHAM SCHOOL,"c(-98.5489694999999, 33.865758)"
WICHITA,EE-05,376,Elementary School,WICHITA FALLS ISD,12868,BURGESS EL,"c(-98.5294484999999, 33.9374790000001)"
WICHITA,EE-05,475,Elementary School,WICHITA FALLS ISD,12868,FAIN EL,"c(-98.5034295, 33.8634450000001)"
WICHITA,PK,218,Elementary School,WICHITA FALLS ISD,12868,BROOK VILLAGE EARLY CHILDHOOD,"c(-98.5036183669999, 33.9138077960001)"
WICHITA,EE-05,507,Elementary School,WICHITA FALLS ISD,12868,FOWLER EL,"c(-98.568774, 33.851934)"
WICHITA,EE-05,333,Elementary School,WICHITA FALLS ISD,12868,JEFFERSON EL,"c(-98.5640445, 33.863076)"
WICHITA,EE KG-05,438,Elementary School,WICHITA FALLS ISD,12868,FRANKLIN EL,"c(-98.512759084, 33.887846128)"
WICHITA,EE-05,452,Elementary School,WICHITA FALLS ISD,12868,MILAM EL,"c(-98.541747, 33.862671)"
WICHITA,EE-06,325,Elementary School,WICHITA FALLS ISD,12868,SHEPPARD AFB EL,"c(-98.5048277819999, 33.9620443160001)"
WICHITA,EE-05,353,Elementary School,WICHITA FALLS ISD,12868,BOOKER T WASHINGTON EL,"c(-98.4677579999999, 33.9156180000001)"
WICHITA,EE KG-05,380,Elementary School,WICHITA FALLS ISD,12868,WEST FOUNDATION EL,"c(-98.5749254999999, 33.8773860000001)"
WICHITA,EE KG-05,556,Elementary School,WICHITA FALLS ISD,12868,ZUNDELOWITZ EL,"c(-98.521038, 33.8954220000001)"
WICHITA,PK,279,Elementary School,WICHITA FALLS ISD,12868,HAYNES HEAD START,"c(-98.5204125, 33.961527)"
WICHITA,EE-05,552,Elementary School,WICHITA FALLS ISD,12868,SOUTHERN HILLS EL,"c(-98.4864285, 33.8735160000001)"
WICHITA,EE-05,519,Elementary School,WICHITA FALLS ISD,12868,SCOTLAND PARK EL,"c(-98.5087665, 33.918885)"
OLDHAM,PK-12,215,Elementary/Secondary,WILDORADO ISD,215,WILDORADO SCHOOL,"c(-102.202711531, 35.185345763)"
MONTGOMERY,01-12,25,Elementary/Secondary,WILLIS ISD,8974,STUBBLEFIELD ACADEMY,"c(-95.4893475, 30.4252290000001)"
MONTGOMERY,09-12,2634,High School,WILLIS ISD,8974,WILLIS H S,"c(-95.477247, 30.3936570000001)"
MONTGOMERY,06-08,1141,Middle School,WILLIS ISD,8974,ROBERT P BRABHAM MIDDLE,"c(-95.50372758, 30.392383501)"
MONTGOMERY,06-08,937,Middle School,WILLIS ISD,8974,LYNN LUCAS MIDDLE,"c(-95.4888885, 30.431907)"
MONTGOMERY,KG-05,788,Elementary School,WILLIS ISD,8974,C C HARDY EL,"c(-95.4884519999999, 30.4297740000001)"
MONTGOMERY,KG-05,643,Elementary School,WILLIS ISD,8974,W LLOYD MEADOR EL,"c(-95.504349014, 30.392607513)"
MONTGOMERY,KG-05,616,Elementary School,WILLIS ISD,8974,PARMLEY EL,"c(-95.4839249999999, 30.4284240000001)"
MONTGOMERY,KG-05,435,Elementary School,WILLIS ISD,8974,TURNER EL,"c(-95.47471723, 30.394856271)"
MONTGOMERY,KG-05,797,Elementary School,WILLIS ISD,8974,EDDIE RUTH LAGWAY EL,"c(-95.527188, 30.35799)"
MONTGOMERY,KG-05,667,Elementary School,WILLIS ISD,8974,EDWARD B CANNAN EL,"c(-95.4616905, 30.4254270000001)"
VAN ZANDT,07-08,397,Junior High School,WILLS POINT ISD,2863,WILLS POINT J H,"c(-96.0180615, 32.7068640000001)"
VAN ZANDT,05-06,412,Middle School,WILLS POINT ISD,2863,WILLS POINT MIDDLE,"c(-96.0147674999999, 32.706783)"
VAN ZANDT,09-12,862,High School,WILLS POINT ISD,2863,WILLS POINT H S,"c(-96.0292484999999, 32.7078270000001)"
VAN ZANDT,EE-01,571,Elementary School,WILLS POINT ISD,2863,WILLS POINT PRI,"c(-96.019641, 32.7045150000001)"
VAN ZANDT,02-04,621,Elementary School,WILLS POINT ISD,2863,EARNEST O WOODS INT,"c(-96.021801, 32.7057840000001)"
LYNN,EE-12,137,Elementary/Secondary,WILSON ISD,137,WILSON SCHOOL,"c(-101.729259, 33.31926)"
HAYS,09-12,854,High School,WIMBERLEY ISD,2700,WIMBERLEY H S,"c(-98.1170595, 30.005145)"
HAYS,06-08,625,Middle School,WIMBERLEY ISD,2700,DANFORTH J H,"c(-98.1138465, 30.0030570000001)"
HAYS,EE-02,669,Elementary School,WIMBERLEY ISD,2700,BLUE HOLE PRI,"c(-98.0982644379999, 30.0271457630001)"
HAYS,03-05,552,Elementary School,WIMBERLEY ISD,2700,JACOB'S WELL EL,"c(-98.144217, 30.0194460000001)"
ARCHER,09-12,140,High School,WINDTHORST ISD,516,WINDTHORST H S,"c(-98.4411255649999, 33.5775827590001)"
ARCHER,EE-05,251,Elementary School,WINDTHORST ISD,516,WINDTHORST EL,"c(-98.4411255649999, 33.5775827590001)"
ARCHER,06-08,125,Middle School,WINDTHORST ISD,516,WINDTHORST JH,"c(-98.4411255649999, 33.5775827590001)"
DENTON,09-12,144,High School,WINFREE ACADEMY CHARTER SCHOOLS,1164,WINFREE ACADEMY CHARTER SCHOOL (LEWISVILLE),"c(-96.9889904999999, 33.027966)"
DALLAS,09-12,151,High School,WINFREE ACADEMY CHARTER SCHOOLS,1164,WINFREE ACADEMY CHARTER SCHOOL (RICHARDSON),"c(-96.7220144999999, 32.9708430000001)"
DALLAS,09-12,165,High School,WINFREE ACADEMY CHARTER SCHOOLS,1164,WINFREE ACADEMY CHARTER SCHOOL (IRVING),"c(-96.988437, 32.8691160000001)"
DALLAS,09-12,219,High School,WINFREE ACADEMY CHARTER SCHOOLS,1164,WINFREE ACADEMY CHARTER SCHOOL DALLAS,"c(-96.861070225, 32.640269704)"
TARRANT,09-12,251,High School,WINFREE ACADEMY CHARTER SCHOOLS,1164,WINFREE ACADEMY NORTH RICHLAND HILLS,"c(-97.247745, 32.810508)"
TARRANT,09-12,234,High School,WINFREE ACADEMY CHARTER SCHOOLS,1164,WINFREE ACADEMY CHARTER SCHOOL - GRAND PRAIRIE,"c(-97.061897824, 32.694210254)"
WINKLER,07-12,211,High School,WINK-LOVING ISD,445,WINK H S,"c(-103.152521931, 31.7545549440001)"
WINKLER,EE-06,234,Elementary School,WINK-LOVING ISD,445,WINK EL,"c(-103.152521931, 31.7545549440001)"
WOOD,06-08,330,Middle School,WINNSBORO ISD,1483,WINNSBORO J H,"c(-95.2954929969999, 32.953893877)"
WOOD,09-12,496,High School,WINNSBORO ISD,1483,WINNSBORO H S,"c(-95.2966140839999, 32.9518881020001)"
WOOD,EE-02,356,Elementary School,WINNSBORO ISD,1483,WINNSBORO EL,"c(-95.3004285, 32.9508000000001)"
WOOD,03-05,301,Elementary School,WINNSBORO ISD,1483,WINNSBORO MEMORIAL INT,"c(-95.288461979, 32.9527096240001)"
SMITH,09-12,305,High School,WINONA ISD,1153,WINONA H S,"c(-95.1832395, 32.492313)"
SMITH,06-08,263,Middle School,WINONA ISD,1153,WINONA MIDDLE,"c(-95.1832395, 32.492313)"
